Title,Nb rating,Prices,Nb visits,Rating,Annulation,Duration,Language,City,lat,lon,image
Balade en bateau au coucher de soleil,2.0,18.4,217 voyageurs,8.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1h30,[1],Boston,42.3597895,-71.0507847,https://cdn2.civitatis.com/estados-unidos/boston/galeria/atardecer-boston-barco.jpg
Visite guidée d'Harvard,14.0,49.1,60 voyageurs,8.1,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h10,[1],Boston,42.3733659,-71.12115,https://cdn2.civitatis.com/estados-unidos/boston/galeria/estatua-john-harvard.jpg
Visite guidée dans Boston,3.0,41.2,3 voyageurs,9.3,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Boston,42.3594707,-71.0553737,https://cdn2.civitatis.com/estados-unidos/boston/galeria/custom-house-tower.jpg
Trolleybus touristique de Boston,3.0,84.1,129 voyageurs,8.7,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 2 jours,[1],Boston,42.3630547,-71.0664598,https://cdn2.civitatis.com/estados-unidos/boston/galeria/skyline-boston-trolebus.jpg
Visite en bus amphibie à Boston,-1.0,18.4,322 voyageurs,-1.0,"Si vous annulez juste après avoir réservé, nous vous rembourserons 100% du montant total. Si vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h20,[2],Boston,42.3630547,-71.0664598,https://cdn2.civitatis.com/estados-unidos/boston/galeria/disfrutando-tour-duck-boston.jpg
Expérience Jet Boat à Boston,-1.0,43.4,19 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,45 minutes,[-1],Boston,42.359709,-71.0507542,https://cdn2.civitatis.com/estados-unidos/boston/galeria/grupo-disfrutando-experiencia-jet-boat-codzilla.jpg
Visite des plateaux de tournage de séries et de films,-1.0,47.6,850 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[1],Boston,42.355519,-71.063828,https://cdn2.civitatis.com/estados-unidos/boston/galeria/osito-ted-boston.jpg
Boston CityPASS,-1.0,50.4,2 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,[-1],Boston,42.3630547,-71.0664598,https://cdn2.civitatis.com/estados-unidos/boston/galeria/tarjeta-boston-city-pass.jpg
Pub Crawl : tournée des bars à Boston !,-1.0,48.8,32 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,2h15,[1],Boston,42.3600996,-71.0582533,https://cdn2.civitatis.com/estados-unidos/boston/galeria/boston-fiesta.jpg
Transfert en ferry pour Salem,1.0,34.0,11 voyageurs,10.0,Non remboursable. Cette activité n'admet pas d'annulation.,50 minutes,[-1],Boston,42.359709,-71.0507711,https://cdn2.civitatis.com/estados-unidos/boston/galeria/casa-bruja-salem-usa.jpg
Go City Boston All Inclusive Pass,6.0,63.3,17 voyageurs,8.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 7 jours,[-1],Boston,42.3630547,-71.0664598,https://cdn2.civitatis.com/estados-unidos/boston/galeria/duck-tipico-boston.jpg
Observation de baleines à Boston,-1.0,44.6,26 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,3h30,[1],Boston,42.3597895,-71.0507847,https://cdn2.civitatis.com/estados-unidos/boston/galeria/ballena-saltando-barco.jpg
Ferry pour Provincetown,-1.0,25.9,51 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,1h30,[-1],Boston,42.359709,-71.0507711,https://cdn2.civitatis.com/estados-unidos/boston/galeria/playa-provincetown.jpg
Trolleybus des fantômes de Boston,-1.0,58.5,15 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,1h30 - 1h40,[1],Boston,42.36001067221911,-71.05163535334061,https://cdn2.civitatis.com/estados-unidos/boston/galeria/boston-state-house.jpg
Visite gastronomique dans Boston,-1.0,64.3,268 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2h - 5h,[1],Boston,42.3597819,-71.0516784,https://cdn2.civitatis.com/estados-unidos/boston/galeria/sandwiches-boston.jpg
Visite à la découverte des donuts de Boston,-1.0,61.3,2 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Boston,42.356273,-71.0527277,https://cdn2.civitatis.com/estados-unidos/boston/galeria/donut-boston-cream.jpg
"Visite historique dans Boston : Cambridge, Lexington et Concord",-1.0,43.6,19 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,4h30 - 7h,[1],Boston,42.3516273,-71.069124,https://cdn2.civitatis.com/estados-unidos/boston/galeria/boston.jpg
Excursion à Muir Woods et Sausalito,-1.0,65.2,35 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,4h - 6h,[1],San Francisco,37.78847,-122.409794,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/muir-woods-secuoyas-gigantes.jpg
Location de vélos à San Francisco,2.0,37.7,3 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour,[-1],San Francisco,37.8060204,-122.4206351,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/bicicleta-playa.jpg
Bus touristique de San Francisco,135.0,52.9,2 voyageurs,8.6,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 2 jours,[2],San Francisco,37.8089625,-122.4123686,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/autobus-turistico.jpg
Balade en bateau dans la Baie de San Francisco,142.0,74.6,2 442 voyageurs,9.4,Non remboursable. Cette activité n'admet pas d'annulation.,1 heure,[2],San Francisco,37.80925,-122.413327,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/paseo-barco-san-francisco.jpg
Go City : San Francisco All-Inclusive Pass,35.0,30.2,,8.5,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 5 jours,[-1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/san-francisco.jpg
Croisière sous les ponts de San Francisco,107.0,46.7,33 voyageurs,9.5,Non remboursable. Cette activité n'admet pas d'annulation.,1h30,[2],San Francisco,37.80925,-122.413327,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/crucero-san-francisco-golden-gate.jpg
Visite complète de San Francisco,2.0,35.9,4 voyageurs,9.0,Non remboursable. Cette activité n'admet pas d'annulation.,4 heures,[1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/san-francisco-plaza-alamo.jpg
Visite des quartiers historiques dans San Francisco,-1.0,54.6,778 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,[2],San Francisco,37.784737,-122.407666,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/cable-car-san-francisco.jpg
Free tour dans San Francisco,1005.0,63.3,24 voyageurs,9.3,-1,2h30,[1],San Francisco,37.7881346,-122.4081967,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/dragon-gate.jpg
Carte eSIM avec Internet aux États-Unis,16.0,45.3,24 voyageurs,6.4,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,[-1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/nueva-york/galeria/mujer-trabajo-movil-nueva-york.jpg
San Francisco CityPASS,-1.0,56.6,4 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,[-1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/tarjeta-san-francisco-city-pass.jpg
Go City : San Francisco Explorer Pass,6.0,49.0,6 voyageurs,9.3,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[-1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/steph-curry-madame-tussauds-san-francisco.jpg
Visite privée dans San Francisco avec guide francophone,1.0,0.0,1 voyageur,10.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[2],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/puente-famoso-san-francisco.jpg
"Circuit de 7 jours à San Francisco, Las Vegas, et dans le désert de l'Arizona",-1.0,21.2,8 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",7 jours,[2],San Francisco,37.779,-122.416639,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/curva-herradura.jpg
Visite de nuit de San Francisco en bus à toit ouvert,8.0,71.8,2 voyageurs,5.8,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[1],San Francisco,37.8084589,-122.4139766,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/golden-gate-noche.jpg
Visite de San Francisco et d'Alcatraz,2.0,54.8,,9.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",7h30,[1],San Francisco,37.788422,-122.409729,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/san-francisco-plaza-alamo.jpg
Visite guidée dans le San Francisco alternatif et artistique,1.0,236.2,1 860 voyageurs,10.0,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,[2],San Francisco,37.752483,-122.418424,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/edificios-san-francisco.jpg
Balade en catamaran au coucher de soleil,8.0,1256.0,433 voyageurs,8.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[2],San Francisco,37.810211,-122.410919,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/catamaran-alcatraz.jpg
Free tour de nuit dans San Francisco,37.0,33.0,16 voyageurs,7.8,-1,2 heures,[1],San Francisco,37.78807379,-122.40809,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/vista-aerea-san-francisco-noche.jpg
Vol au dessus de la baie de San Francisco en hydravion,1.0,118.1,98 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",20 min - 1h,[1],San Francisco,37.8790905,-122.5136332,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/hidroavion-san-francisco.jpg
Muir Woods et les vignobles de Californie,97.0,49.0,506 voyageurs,7.9,"Si vous annulez avec plus de 3 jours d’avance, vous aurez à payer une pénalité de 35 US$ (33 €). Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[3],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/valle-napa-cartel.jpg
Billet pour Madame Tussauds,-1.0,70.8,20 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,[-1],San Francisco,37.808219,-122.4149723,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/alfred-hitchcock-madame-tussauds-san-francisco.jpg
Visite du San Francisco iconique,-1.0,0.0,55 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[2],San Francisco,37.788495,-122.406827,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/mujer-chinatown-san-francisco.jpg
Balade en catamaran dans la baie de San Francisco,2.0,178.5,7 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[2],San Francisco,37.810211,-122.410919,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/catamaran-skyline-san-francisco.jpg
Croisière à San Francisco avec déjeuner,-1.0,159.6,44 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,3 heures,[-1],San Francisco,37.7980159,-122.3950635,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/pareja-crucero-san-francisco.jpg
Visite gastronomique dans San Francisco,2.0,28.3,368 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 24 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/tour-gatsronomico-north-beach.jpg
Balade en segway dans San Francisco,1.0,45.3,3 869 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2h30,[1],San Francisco,37.8063254,-122.4213808,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/disfrutando-tour-diurno-segway-san-francisco.jpg
Balade en GoCar dans San Francisco,4.0,56.6,12 voyageurs,9.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h - 3h,[2],San Francisco,37.8070699,-122.4183242,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/tour-gocar-san-francisco.jpg
Excursion aux vallées viticoles de Napa et Sonoma,4.0,105.8,2 voyageurs,9.5,Non remboursable. Cette activité n'admet pas d'annulation.,8 heures,[1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/valle-napa.jpg
Bus touristique de San Francisco + Billet pour Alcatraz,8.0,61.4,2 voyageurs,7.5,"Gratuit ! Annulez sans frais jusqu'à 10 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour,[-1],San Francisco,37.808416,-122.413925,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/panoramica-isla-alcatraz.jpg
Circuit de 4 jours de San Francisco à Las Vegas terminant à Los Angeles,-1.0,74.6,,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",4 jours,[2],San Francisco,37.77890627795479,-122.41649709391976,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/casas-nob-hill.jpg
Excursion à Carmel et Monterey depuis San Francisco,2.0,489.4,64 voyageurs,8.0,Non remboursable. Cette activité n'admet pas d'annulation.,11 heures,[1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/autopista-1.jpg
Billet pour l’Académie des Sciences de Californie,1.0,87.3,43 voyageurs,10.0,Non remboursable. Cette activité n'admet pas d'annulation.,-1,[-1],San Francisco,37.76985,-122.4662436,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/tiranosaurio-rex.jpg
Visite des points de vue et des collines de San Francisco,-1.0,140.7,1 182 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[2],San Francisco,37.796037,-122.393769,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/mirador-alcatraz.jpg
Visite dans Fisherman's Wharf,-1.0,103.9,1 024 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 heure,[1],San Francisco,37.80683122736475,-122.4209663011869,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/fishermans-wharf-san-francisco.jpg
Balade à vélo dans la baie de San Francisco,1.0,660.5,788 voyageurs,8.0,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,[2],San Francisco,37.8060204,-122.4206351,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/golden-gate.jpg
Excursion au Parc National de Yosemite,288.0,89.7,18 voyageurs,7.8,"Si vous annulez avec plus de 3 jours d’avance, vous aurez à payer une pénalité de 35 US$ (33 €). Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[1],San Francisco,37.7786899,-122.4281743,https://cdn2.civitatis.com/estados-unidos/san-francisco/galeria/yosemite-capitan.jpg
Carte eSIM avec Internet aux États-Unis,16.0,37.7,3 voyageurs,6.4,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,[-1],Washington,38.9439587,-76.9606802,https://cdn2.civitatis.com/estados-unidos/nueva-york/galeria/mujer-trabajo-movil-nueva-york.jpg
Visite du Cimetière d'Arlington et des Mémoriaux de Washington,1.0,45.3,66 voyageurs,10.0,Non remboursable. Cette activité n'admet pas d'annulation.,4 heures,[1],Washington,38.8941624,-77.023403,https://cdn2.civitatis.com/estados-unidos/washington/galeria/cementerio-arlington.jpg
Visite guidée de Washington DC,-1.0,23.6,1 voyageur,-1.0,"Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[2],Washington,38.894446,-77.022382,https://cdn2.civitatis.com/estados-unidos/washington/galeria/national-mall-washington.jpg
Bus touristique de Washington DC,40.0,69.0,5 voyageurs,7.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 2 jours,[2],Washington,38.9439587,-76.9606802,https://cdn2.civitatis.com/estados-unidos/washington/galeria/casa-blanca.jpg
Balade en segway dans Washington DC,-1.0,188.0,10 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2h30,[1],Washington,38.87913644,-77.02348728,https://cdn2.civitatis.com/estados-unidos/washington/galeria/disfrutando-tour-segway-washington.jpg
Train touristique du cimetière d'Arlington,-1.0,21.2,48 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour,[1],Washington,38.8829533,-77.0677435,https://cdn2.civitatis.com/estados-unidos/washington/galeria/trolebus-cementerio-arlington.jpg
Excursion shopping au Leesburg Premium Outlets,1.0,74.6,1 041 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,"[1, -1, -1]",Washington,38.9439587,-76.9606802,https://cdn2.civitatis.com/estados-unidos/washington/galeria/amigas-compras-leesburg-premium-outlets.jpg
Visite de nuit en bus décapotable,-1.0,61.4,6 905 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[2],Washington,38.88416848,-77.02550026,https://cdn2.civitatis.com/estados-unidos/washington/galeria/national-mall-washington.jpg
Déjeuner-croisière à Washington,-1.0,41.6,688 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,2 heures,[-1],Washington,38.8748947,-77.0212048,https://cdn2.civitatis.com/estados-unidos/washington/galeria/crucero-rio-potomac.jpg
Dîner-croisière à Washington,-1.0,60.4,4 464 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,2h30,[-1],Washington,38.8748947,-77.0212048,https://cdn2.civitatis.com/estados-unidos/washington/galeria/vista-agua-old-town-alexandria-noche.jpg
Balade à vélo dans Washington,-1.0,17.0,,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[1],Washington,38.88082,-77.0283605,https://cdn2.civitatis.com/estados-unidos/washington/galeria/disfrutando-tour-bicicleta-washington.jpg
Washington DC Whiskey Tasting Pass,-1.0,77.4,2 957 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,-1,[1],Washington,38.9439587,-76.9606802,https://cdn2.civitatis.com/estados-unidos/washington/galeria/cotton-reed.jpg
Location de vélo à Washington DC,-1.0,56.6,641 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2h - 1j,[-1],Washington,38.8808723,-77.0284367,https://cdn2.civitatis.com/estados-unidos/washington/galeria/vistas-capitolio.jpg
Visite de nuit dans Washington à vélo,-1.0,41.6,1 638 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[1],Washington,38.87913644,-77.02348728,https://cdn2.civitatis.com/estados-unidos/washington/galeria/monumento-soldado-arlington-noche.jpg
Trolleybus touristique de Washington,-1.0,105.6,134 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour,"[2, -1]",Washington,38.89630085008338,-77.02622486837593,https://cdn2.civitatis.com/estados-unidos/washington/galeria/trolebus-washington.jpg
Billet pour Madame Tussauds,-1.0,194.6,41 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,[-1],Washington,38.8977613,-77.0263373,https://cdn2.civitatis.com/estados-unidos/washington/galeria/museo-cera-obama.jpg
Carte eSIM avec Internet aux États-Unis,16.0,41.5,2 567 voyageurs,6.4,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,[-1],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/nueva-york/galeria/mujer-trabajo-movil-nueva-york.jpg
Visite à la découverte de l'architecture de Chicago,109.0,46.3,6 voyageurs,9.4,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2h30,[1],Chicago,41.8853865,-87.6276188,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/the-bean-chicago.jpg
Bus touristique de Chicago,18.0,16.0,80 voyageurs,9.1,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 2 jours,[1],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/millennium-park.jpg
Visite privée dans Chicago,-1.0,46.3,67 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[2],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/chicago-cloud-gate.jpg
Chicago CityPASS,3.0,46.3,23 voyageurs,10.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,[-1],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/city-pass-chicago.jpg
Go City : Chicago Explorer Pass,16.0,21.6,4 voyageurs,8.6,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[-1],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/navy-pier-chicago.jpg
Visite à la découverte des fantômes de Lincoln Park,-1.0,21.2,179 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,2 heures,[1],Chicago,41.911741,-87.631926,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/vista-panoramica-lincoln-park-noche.jpg
Visite de nuit en bus à toit ouvert,-1.0,46.3,159 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1h30,[1],Chicago,41.89215944,-87.61039101,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/autobus-nocturno-chicago.jpg
Go Chicago All-Inclusive Pass,-1.0,41.6,3 voyageurs,-1.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1 jour - 5 jours,[-1],Chicago,41.9022766,-87.628804,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/chica-saltando-skydeck-chicago.jpg
Visite à la découverte des donuts à Chicago,-1.0,75.5,48 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Chicago,41.88929706,-87.63539411,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/amigos-donut.jpg
Dîner-croisière à Chicago,3.0,107.7,698 voyageurs,8.0,Non remboursable. Cette activité n'admet aucune annulation ou modification.,2h30,[-1],Chicago,41.8917622,-87.6025381,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/cena-especial-chicago.jpg
Balade à vélo au Millenium Park et au Lac Michigan,-1.0,113.3,2 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3h30,[2],Chicago,41.89336,-87.61489,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/disfrutando-tour-bicicleta-chicago.jpg
Visite gastronomique dans Chicago,-1.0,61.4,2 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Chicago,41.89644429206008,-87.62655289369381,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/pizza-palto-hondo-chicago.jpg
Visite panoramique à la découverte des fantômes de Chicago,-1.0,27.4,1 voyageur,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,3 heures,[1],Chicago,41.911741,-87.631926,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/fantasmas-calles-chicago.jpg
